JOBS: 
Id = 0, Burst Time = 29, Remaining Time = 29, Priority = 6
JOB ID: 926, Start time = 21595, End time = 21616, Priority = 6, Remaining Time = 0
JOB ID: 506, Start time = 21616, End time = 21641, Priority = 6, Remaining Time = 70
JOB ID: 794, Start time = 21641, End time = 21650, Priority = 6, Remaining Time = 0
JOB ID: 679, Start time = 21650, End time = 21675, Priority = 6, Remaining Time = 28
JOB ID: 7, Start time = 21675, End time = 21700, Priority = 6, Remaining Time = 71
JOB ID: 135, Start time = 21700, End time = 21725, Priority = 6, Remaining Time = 39
JOB ID: 114, Start time = 21725, End time = 21750, Priority = 6, Remaining Time = 32
JOB ID: 511, Start time = 21750, End time = 21775, Priority = 6, Remaining Time = 51
JOB ID: 65, Start time = 21775, End time = 21797, Priority = 6, Remaining Time = 0
JOB ID: 802, Start time = 21797, End time = 21822, Priority = 6, Remaining Time = 50
JOB ID: 8, Start time = 21822, End time = 21847, Priority = 6, Remaining Time = 18
JOB ID: 9, Start time = 21847, End time = 21872, Priority = 6, Remaining Time = 55
JOB ID: 197, Start time = 21872, End time = 21880, Priority = 6, Remaining Time = 0
JOB ID: 518, Start time = 21880, End time = 21905, Priority = 6, Remaining Time = 27
JOB ID: 447, Start time = 21905, End time = 21930, Priority = 6, Remaining Time = 27
JOB ID: 25, Start time = 21930, End time = 21955, Priority = 6, Remaining Time = 50
JOB ID: 451, Start time = 21955, End time = 21980, Priority = 6, Remaining Time = 63
JOB ID: 55, Start time = 21980, End time = 21997, Priority = 6, Remaining Time = 0
JOB ID: 815, Start time = 21997, End time = 22022, Priority = 6, Remaining Time = 50
JOB ID: 816, Start time = 22022, End time = 22047, Priority = 6, Remaining Time = 1
JOB ID: 18, Start time = 22047, End time = 22072, Priority = 6, Remaining Time = 49
JOB ID: 607, Start time = 22072, End time = 22097, Priority = 6, Remaining Time = 63
JOB ID: 525, Start time = 22097, End time = 22122, Priority = 6, Remaining Time = 35
JOB ID: 454, Start time = 22122, End time = 22139, Priority = 6, Remaining Time = 0
JOB ID: 208, Start time = 22139, End time = 22164, Priority = 6, Remaining Time = 22
JOB ID: 210, Start time = 22164, End time = 22189, Priority = 6, Remaining Time = 17
JOB ID: 963, Start time = 22189, End time = 22214, Priority = 6, Remaining Time = 21
JOB ID: 532, Start time = 22214, End time = 22229, Priority = 6, Remaining Time = 0
JOB ID: 533, Start time = 22229, End time = 22254, Priority = 6, Remaining Time = 41
JOB ID: 966, Start time = 22254, End time = 22268, Priority = 6, Remaining Time = 0
JOB ID: 457, Start time = 22268, End time = 22284, Priority = 6, Remaining Time = 0
JOB ID: 394, Start time = 22284, End time = 22309, Priority = 6, Remaining Time = 35
JOB ID: 709, Start time = 22309, End time = 22312, Priority = 6, Remaining Time = 0
JOB ID: 144, Start time = 22312, End time = 22315, Priority = 6, Remaining Time = 0
JOB ID: 537, Start time = 22315, End time = 22340, Priority = 6, Remaining Time = 6
JOB ID: 86, Start time = 22340, End time = 22365, Priority = 6, Remaining Time = 35
JOB ID: 107, Start time = 22365, End time = 22390, Priority = 6, Remaining Time = 68
JOB ID: 257, Start time = 22390, End time = 22415, Priority = 6, Remaining Time = 18
JOB ID: 261, Start time = 22415, End time = 22440, Priority = 6, Remaining Time = 53
JOB ID: 839, Start time = 22440, End time = 22456, Priority = 6, Remaining Time = 0
JOB ID: 981, Start time = 22456, End time = 22481, Priority = 6, Remaining Time = 4
JOB ID: 404, Start time = 22481, End time = 22506, Priority = 6, Remaining Time = 37
JOB ID: 262, Start time = 22506, End time = 22511, Priority = 6, Remaining Time = 0
JOB ID: 148, Start time = 22511, End time = 22532, Priority = 6, Remaining Time = 0
JOB ID: 409, Start time = 22532, End time = 22554, Priority = 6, Remaining Time = 0
JOB ID: 722, Start time = 22554, End time = 22579, Priority = 6, Remaining Time = 20
JOB ID: 359, Start time = 22579, End time = 22604, Priority = 6, Remaining Time = 10
JOB ID: 550, Start time = 22604, End time = 22609, Priority = 6, Remaining Time = 0
JOB ID: 997, Start time = 22609, End time = 22634, Priority = 6, Remaining Time = 40
JOB ID: 413, Start time = 22634, End time = 22644, Priority = 6, Remaining Time = 0
JOB ID: 727, Start time = 22644, End time = 22667, Priority = 6, Remaining Time = 0
JOB ID: 289, Start time = 22667, End time = 22692, Priority = 7, Remaining Time = 29
JOB ID: 373, Start time = 22692, End time = 22717, Priority = 7, Remaining Time = 40
JOB ID: 882, Start time = 22717, End time = 22742, Priority = 7, Remaining Time = 11
JOB ID: 251, Start time = 22742, End time = 22767, Priority = 7, Remaining Time = 69
JOB ID: 472, Start time = 22767, End time = 22792, Priority = 7, Remaining Time = 9
JOB ID: 424, Start time = 22792, End time = 22793, Priority = 7, Remaining Time = 0
JOB ID: 192, Start time = 22793, End time = 22818, Priority = 7, Remaining Time = 17
JOB ID: 889, Start time = 22818, End time = 22843, Priority = 7, Remaining Time = 34
JOB ID: 223, Start time = 22843, End time = 22868, Priority = 7, Remaining Time = 11
JOB ID: 479, Start time = 22868, End time = 22893, Priority = 7, Remaining Time = 26
JOB ID: 255, Start time = 22893, End time = 22918, Priority = 7, Remaining Time = 29
JOB ID: 152, Start time = 22918, End time = 22943, Priority = 7, Remaining Time = 27
JOB ID: 482, Start time = 22943, End time = 22968, Priority = 7, Remaining Time = 43
JOB ID: 621, Start time = 22968, End time = 22993, Priority = 7, Remaining Time = 6
JOB ID: 622, Start time = 22993, End time = 23002, Priority = 7, Remaining Time = 0
JOB ID: 226, Start time = 23002, End time = 23020, Priority = 7, Remaining Time = 0
JOB ID: 485, Start time = 23020, End time = 23045, Priority = 7, Remaining Time = 31
JOB ID: 706, Start time = 23045, End time = 23070, Priority = 7, Remaining Time = 53
JOB ID: 304, Start time = 23070, End time = 23095, Priority = 7, Remaining Time = 58
JOB ID: 432, Start time = 23095, End time = 23120, Priority = 7, Remaining Time = 9
JOB ID: 904, Start time = 23120, End time = 23145, Priority = 7, Remaining Time = 56
JOB ID: 382, Start time = 23145, End time = 23150, Priority = 7, Remaining Time = 0
JOB ID: 258, Start time = 23150, End time = 23175, Priority = 7, Remaining Time = 58
JOB ID: 493, Start time = 23175, End time = 23200, Priority = 7, Remaining Time = 19
JOB ID: 806, Start time = 23200, End time = 23225, Priority = 7, Remaining Time = 24
JOB ID: 22, Start time = 23225, End time = 23250, Priority = 7, Remaining Time = 53
JOB ID: 92, Start time = 23250, End time = 23265, Priority = 7, Remaining Time = 0
JOB ID: 386, Start time = 23265, End time = 23290, Priority = 7, Remaining Time = 50
JOB ID: 61, Start time = 23290, End time = 23315, Priority = 7, Remaining Time = 57
JOB ID: 498, Start time = 23315, End time = 23338, Priority = 7, Remaining Time = 0
JOB ID: 309, Start time = 23338, End time = 23363, Priority = 7, Remaining Time = 53
JOB ID: 34, Start time = 23363, End time = 23368, Priority = 7, Remaining Time = 0
JOB ID: 348, Start time = 23368, End time = 23393, Priority = 7, Remaining Time = 47
JOB ID: 818, Start time = 23393, End time = 23418, Priority = 7, Remaining Time = 13
JOB ID: 503, Start time = 23418, End time = 23436, Priority = 7, Remaining Time = 0
JOB ID: 159, Start time = 23436, End time = 23461, Priority = 7, Remaining Time = 6
JOB ID: 925, Start time = 23461, End time = 23486, Priority = 7, Remaining Time = 9
JOB ID: 647, Start time = 23486, End time = 23495, Priority = 7, Remaining Time = 0
JOB ID: 95, Start time = 23495, End time = 23520, Priority = 7, Remaining Time = 20
JOB ID: 649, Start time = 23520, End time = 23545, Priority = 7, Remaining Time = 32
JOB ID: 446, Start time = 23545, End time = 23570, Priority = 7, Remaining Time = 9
JOB ID: 352, Start time = 23570, End time = 23595, Priority = 7, Remaining Time = 39
JOB ID: 932, Start time = 23595, End time = 23620, Priority = 7, Remaining Time = 51
JOB ID: 933, Start time = 23620, End time = 23645, Priority = 7, Remaining Time = 56
JOB ID: 730, Start time = 23645, End time = 23670, Priority = 7, Remaining Time = 11
JOB ID: 574, Start time = 23670, End time = 23695, Priority = 7, Remaining Time = 38
JOB ID: 448, Start time = 23695, End time = 23720, Priority = 7, Remaining Time = 70
JOB ID: 734, Start time = 23720, End time = 23745, Priority = 7, Remaining Time = 62
JOB ID: 576, Start time = 23745, End time = 23770, Priority = 7, Remaining Time = 44
JOB ID: 509, Start time = 23770, End time = 23795, Priority = 7, Remaining Time = 38
JOB ID: 832, Start time = 23795, End time = 23820, Priority = 7, Remaining Time = 38
JOB ID: 578, Start time = 23820, End time = 23845, Priority = 7, Remaining Time = 61
JOB ID: 835, Start time = 23845, End time = 23860, Priority = 7, Remaining Time = 0
JOB ID: 945, Start time = 23860, End time = 23885, Priority = 7, Remaining Time = 59
JOB ID: 449, Start time = 23885, End time = 23910, Priority = 7, Remaining Time = 16
JOB ID: 580, Start time = 23910, End time = 23935, Priority = 7, Remaining Time = 29
JOB ID: 838, Start time = 23935, End time = 23960, Priority = 7, Remaining Time = 30
JOB ID: 17, Start time = 23960, End time = 23985, Priority = 7, Remaining Time = 71
JOB ID: 660, Start time = 23985, End time = 24010, Priority = 7, Remaining Time = 41
JOB ID: 235, Start time = 24010, End time = 24023, Priority = 7, Remaining Time = 0
JOB ID: 270, Start time = 24023, End time = 24048, Priority = 7, Remaining Time = 19
JOB ID: 663, Start time = 24048, End time = 24073, Priority = 7, Remaining Time = 71
JOB ID: 846, Start time = 24073, End time = 24098, Priority = 7, Remaining Time = 37
JOB ID: 847, Start time = 24098, End time = 24107, Priority = 7, Remaining Time = 0
JOB ID: 64, Start time = 24107, End time = 24132, Priority = 7, Remaining Time = 30
JOB ID: 959, Start time = 24132, End time = 24157, Priority = 7, Remaining Time = 28
JOB ID: 960, Start time = 24157, End time = 24182, Priority = 7, Remaining Time = 48
JOB ID: 515, Start time = 24182, End time = 24207, Priority = 7, Remaining Time = 8
JOB ID: 756, Start time = 24207, End time = 24232, Priority = 7, Remaining Time = 33
JOB ID: 211, Start time = 24232, End time = 24257, Priority = 7, Remaining Time = 42
JOB ID: 853, Start time = 24257, End time = 24282, Priority = 7, Remaining Time = 65
JOB ID: 5, Start time = 24282, End time = 24307, Priority = 7, Remaining Time = 17
JOB ID: 402, Start time = 24307, End time = 24317, Priority = 7, Remaining Time = 0
JOB ID: 403, Start time = 24317, End time = 24324, Priority = 7, Remaining Time = 0
JOB ID: 117, Start time = 24324, End time = 24349, Priority = 7, Remaining Time = 28
JOB ID: 971, Start time = 24349, End time = 24374, Priority = 7, Remaining Time = 27
JOB ID: 522, Start time = 24374, End time = 24380, Priority = 7, Remaining Time = 0
JOB ID: 764, Start time = 24380, End time = 24405, Priority = 7, Remaining Time = 12
JOB ID: 214, Start time = 24405, End time = 24430, Priority = 7, Remaining Time = 72
JOB ID: 596, Start time = 24430, End time = 24455, Priority = 7, Remaining Time = 71
JOB ID: 166, Start time = 24455, End time = 24458, Priority = 7, Remaining Time = 0
JOB ID: 865, Start time = 24458, End time = 24460, Priority = 7, Remaining Time = 0
JOB ID: 866, Start time = 24460, End time = 24471, Priority = 7, Remaining Time = 0
JOB ID: 768, Start time = 24471, End time = 24496, Priority = 7, Remaining Time = 41
JOB ID: 769, Start time = 24496, End time = 24502, Priority = 7, Remaining Time = 0
JOB ID: 133, Start time = 24502, End time = 24527, Priority = 7, Remaining Time = 35
JOB ID: 526, Start time = 24527, End time = 24552, Priority = 7, Remaining Time = 45
JOB ID: 37, Start time = 24552, End time = 24564, Priority = 7, Remaining Time = 0
JOB ID: 282, Start time = 24564, End time = 24589, Priority = 7, Remaining Time = 50
JOB ID: 989, Start time = 24589, End time = 24605, Priority = 7, Remaining Time = 0
JOB ID: 992, Start time = 24605, End time = 24630, Priority = 7, Remaining Time = 48
JOB ID: 602, Start time = 24630, End time = 24652, Priority = 7, Remaining Time = 0
JOB ID: 31, Start time = 24652, End time = 24677, Priority = 7, Remaining Time = 35
JOB ID: 996, Start time = 24677, End time = 24702, Priority = 7, Remaining Time = 1
JOB ID: 284, Start time = 24702, End time = 24727, Priority = 7, Remaining Time = 31
JOB ID: 106, Start time = 24727, End time = 24752, Priority = 7, Remaining Time = 63
JOB ID: 688, Start time = 24752, End time = 24777, Priority = 7, Remaining Time = 54
JOB ID: 289, restart time = 24777, End time = 24802, Priority = 7, Remaining Time = 4
JOB ID: 373, restart time = 24802, End time = 24827, Priority = 7, Remaining Time = 15
JOB ID: 882, restart time = 24827, End time = 24838, Priority = 7, Remaining Time = 0
JOB ID: 251, restart time = 24838, End time = 24863, Priority = 7, Remaining Time = 44
JOB ID: 472, restart time = 24863, End time = 24872, Priority = 7, Remaining Time = 0
JOB ID: 192, restart time = 24872, End time = 24889, Priority = 7, Remaining Time = 0
JOB ID: 889, restart time = 24889, End time = 24914, Priority = 7, Remaining Time = 9
JOB ID: 223, restart time = 24914, End time = 24925, Priority = 7, Remaining Time = 0
JOB ID: 479, restart time = 24925, End time = 24950, Priority = 7, Remaining Time = 1
JOB ID: 255, restart time = 24950, End time = 24975, Priority = 7, Remaining Time = 4
JOB ID: 152, restart time = 24975, End time = 25000, Priority = 7, Remaining Time = 2
JOB ID: 482, restart time = 25000, End time = 25025, Priority = 7, Remaining Time = 18
JOB ID: 621, restart time = 25025, End time = 25031, Priority = 7, Remaining Time = 0
JOB ID: 485, restart time = 25031, End time = 25056, Priority = 7, Remaining Time = 6
JOB ID: 706, restart time = 25056, End time = 25081, Priority = 7, Remaining Time = 28
JOB ID: 304, restart time = 25081, End time = 25106, Priority = 7, Remaining Time = 33
JOB ID: 432, restart time = 25106, End time = 25115, Priority = 7, Remaining Time = 0
JOB ID: 904, restart time = 25115, End time = 25140, Priority = 7, Remaining Time = 31
JOB ID: 258, restart time = 25140, End time = 25165, Priority = 7, Remaining Time = 33
JOB ID: 493, restart time = 25165, End time = 25184, Priority = 7, Remaining Time = 0
JOB ID: 806, restart time = 25184, End time = 25208, Priority = 7, Remaining Time = 0
JOB ID: 22, restart time = 25208, End time = 25233, Priority = 7, Remaining Time = 28
JOB ID: 386, restart time = 25233, End time = 25258, Priority = 7, Remaining Time = 25
JOB ID: 61, restart time = 25258, End time = 25283, Priority = 7, Remaining Time = 32
JOB ID: 309, restart time = 25283, End time = 25308, Priority = 7, Remaining Time = 28
JOB ID: 348, restart time = 25308, End time = 25333, Priority = 7, Remaining Time = 22
JOB ID: 818, restart time = 25333, End time = 25346, Priority = 7, Remaining Time = 0
JOB ID: 159, restart time = 25346, End time = 25352, Priority = 7, Remaining Time = 0
JOB ID: 925, restart time = 25352, End time = 25361, Priority = 7, Remaining Time = 0
JOB ID: 95, restart time = 25361, End time = 25381, Priority = 7, Remaining Time = 0
JOB ID: 649, restart time = 25381, End time = 25406, Priority = 7, Remaining Time = 7
JOB ID: 446, restart time = 25406, End time = 25415, Priority = 7, Remaining Time = 0
JOB ID: 352, restart time = 25415, End time = 25440, Priority = 7, Remaining Time = 14
JOB ID: 932, restart time = 25440, End time = 25465, Priority = 7, Remaining Time = 26
JOB ID: 933, restart time = 25465, End time = 25490, Priority = 7, Remaining Time = 31
JOB ID: 730, restart time = 25490, End time = 25501, Priority = 7, Remaining Time = 0
JOB ID: 574, restart time = 25501, End time = 25526, Priority = 7, Remaining Time = 13
JOB ID: 448, restart time = 25526, End time = 25551, Priority = 7, Remaining Time = 45
JOB ID: 734, restart time = 25551, End time = 25576, Priority = 7, Remaining Time = 37
JOB ID: 576, restart time = 25576, End time = 25601, Priority = 7, Remaining Time = 19
JOB ID: 509, restart time = 25601, End time = 25626, Priority = 7, Remaining Time = 13
JOB ID: 832, restart time = 25626, End time = 25651, Priority = 7, Remaining Time = 13
JOB ID: 578, restart time = 25651, End time = 25676, Priority = 7, Remaining Time = 36
JOB ID: 945, restart time = 25676, End time = 25701, Priority = 7, Remaining Time = 34
JOB ID: 449, restart time = 25701, End time = 25717, Priority = 7, Remaining Time = 0
JOB ID: 580, restart time = 25717, End time = 25742, Priority = 7, Remaining Time = 4
JOB ID: 838, restart time = 25742, End time = 25767, Priority = 7, Remaining Time = 5
JOB ID: 17, restart time = 25767, End time = 25792, Priority = 7, Remaining Time = 46
JOB ID: 660, restart time = 25792, End time = 25817, Priority = 7, Remaining Time = 16
JOB ID: 270, restart time = 25817, End time = 25836, Priority = 7, Remaining Time = 0
JOB ID: 663, restart time = 25836, End time = 25861, Priority = 7, Remaining Time = 46
JOB ID: 846, restart time = 25861, End time = 25886, Priority = 7, Remaining Time = 12
JOB ID: 64, restart time = 25886, End time = 25911, Priority = 7, Remaining Time = 5
JOB ID: 959, restart time = 25911, End time = 25936, Priority = 7, Remaining Time = 3
JOB ID: 960, restart time = 25936, End time = 25961, Priority = 7, Remaining Time = 23
JOB ID: 515, restart time = 25961, End time = 25969, Priority = 7, Remaining Time = 0
JOB ID: 756, restart time = 25969, End time = 25994, Priority = 7, Remaining Time = 8
JOB ID: 211, restart time = 25994, End time = 26019, Priority = 7, Remaining Time = 17
JOB ID: 853, restart time = 26019, End time = 26044, Priority = 7, Remaining Time = 40
JOB ID: 5, restart time = 26044, End time = 26061, Priority = 7, Remaining Time = 0
JOB ID: 117, restart time = 26061, End time = 26086, Priority = 7, Remaining Time = 3
JOB ID: 971, restart time = 26086, End time = 26111, Priority = 7, Remaining Time = 2
JOB ID: 764, restart time = 26111, End time = 26123, Priority = 7, Remaining Time = 0
JOB ID: 214, restart time = 26123, End time = 26148, Priority = 7, Remaining Time = 47
JOB ID: 596, restart time = 26148, End time = 26173, Priority = 7, Remaining Time = 46
JOB ID: 768, restart time = 26173, End time = 26198, Priority = 7, Remaining Time = 16
JOB ID: 133, restart time = 26198, End time = 26223, Priority = 7, Remaining Time = 10
JOB ID: 526, restart time = 26223, End time = 26248, Priority = 7, Remaining Time = 20
JOB ID: 282, restart time = 26248, End time = 26273, Priority = 7, Remaining Time = 25
JOB ID: 992, restart time = 26273, End time = 26298, Priority = 7, Remaining Time = 23
JOB ID: 31, restart time = 26298, End time = 26323, Priority = 7, Remaining Time = 10
JOB ID: 996, restart time = 26323, End time = 26324, Priority = 7, Remaining Time = 0
JOB ID: 284, restart time = 26324, End time = 26349, Priority = 7, Remaining Time = 6
JOB ID: 106, restart time = 26349, End time = 26374, Priority = 7, Remaining Time = 38
JOB ID: 688, restart time = 26374, End time = 26399, Priority = 7, Remaining Time = 29
JOB ID: 289, restart time = 26399, End time = 26403, Priority = 7, Remaining Time = 0
JOB ID: 373, restart time = 26403, End time = 26418, Priority = 7, Remaining Time = 0
JOB ID: 251, restart time = 26418, End time = 26443, Priority = 7, Remaining Time = 19
JOB ID: 889, restart time = 26443, End time = 26452, Priority = 7, Remaining Time = 0
JOB ID: 479, restart time = 26452, End time = 26453, Priority = 7, Remaining Time = 0
JOB ID: 255, restart time = 26453, End time = 26457, Priority = 7, Remaining Time = 0
JOB ID: 152, restart time = 26457, End time = 26459, Priority = 7, Remaining Time = 0
JOB ID: 482, restart time = 26459, End time = 26477, Priority = 7, Remaining Time = 0
JOB ID: 485, restart time = 26477, End time = 26483, Priority = 7, Remaining Time = 0
JOB ID: 706, restart time = 26483, End time = 26508, Priority = 7, Remaining Time = 3
JOB ID: 304, restart time = 26508, End time = 26533, Priority = 7, Remaining Time = 8
JOB ID: 904, restart time = 26533, End time = 26558, Priority = 7, Remaining Time = 6
JOB ID: 258, restart time = 26558, End time = 26583, Priority = 7, Remaining Time = 8
JOB ID: 22, restart time = 26583, End time = 26608, Priority = 7, Remaining Time = 3
JOB ID: 386, restart time = 26608, End time = 26633, Priority = 7, Remaining Time = 0
JOB ID: 61, restart time = 26633, End time = 26658, Priority = 7, Remaining Time = 7
JOB ID: 309, restart time = 26658, End time = 26683, Priority = 7, Remaining Time = 3
JOB ID: 348, restart time = 26683, End time = 26705, Priority = 7, Remaining Time = 0
JOB ID: 649, restart time = 26705, End time = 26712, Priority = 7, Remaining Time = 0
JOB ID: 352, restart time = 26712, End time = 26726, Priority = 7, Remaining Time = 0
JOB ID: 932, restart time = 26726, End time = 26751, Priority = 7, Remaining Time = 1
JOB ID: 933, restart time = 26751, End time = 26776, Priority = 7, Remaining Time = 6
JOB ID: 574, restart time = 26776, End time = 26789, Priority = 7, Remaining Time = 0
JOB ID: 448, restart time = 26789, End time = 26814, Priority = 7, Remaining Time = 20
JOB ID: 734, restart time = 26814, End time = 26839, Priority = 7, Remaining Time = 12
JOB ID: 576, restart time = 26839, End time = 26858, Priority = 7, Remaining Time = 0
JOB ID: 509, restart time = 26858, End time = 26871, Priority = 7, Remaining Time = 0
JOB ID: 832, restart time = 26871, End time = 26884, Priority = 7, Remaining Time = 0
JOB ID: 578, restart time = 26884, End time = 26909, Priority = 7, Remaining Time = 11
JOB ID: 945, restart time = 26909, End time = 26934, Priority = 7, Remaining Time = 9
JOB ID: 580, restart time = 26934, End time = 26938, Priority = 7, Remaining Time = 0
JOB ID: 838, restart time = 26938, End time = 26943, Priority = 7, Remaining Time = 0
JOB ID: 17, restart time = 26943, End time = 26968, Priority = 7, Remaining Time = 21
JOB ID: 660, restart time = 26968, End time = 26984, Priority = 7, Remaining Time = 0
JOB ID: 663, restart time = 26984, End time = 27009, Priority = 7, Remaining Time = 21
JOB ID: 846, restart time = 27009, End time = 27021, Priority = 7, Remaining Time = 0
JOB ID: 64, restart time = 27021, End time = 27026, Priority = 7, Remaining Time = 0
JOB ID: 959, restart time = 27026, End time = 27029, Priority = 7, Remaining Time = 0
JOB ID: 960, restart time = 27029, End time = 27052, Priority = 7, Remaining Time = 0
JOB ID: 756, restart time = 27052, End time = 27060, Priority = 7, Remaining Time = 0
JOB ID: 211, restart time = 27060, End time = 27077, Priority = 7, Remaining Time = 0
JOB ID: 853, restart time = 27077, End time = 27102, Priority = 7, Remaining Time = 15
JOB ID: 117, restart time = 27102, End time = 27105, Priority = 7, Remaining Time = 0
JOB ID: 971, restart time = 27105, End time = 27107, Priority = 7, Remaining Time = 0
JOB ID: 214, restart time = 27107, End time = 27132, Priority = 7, Remaining Time = 22
JOB ID: 596, restart time = 27132, End time = 27157, Priority = 7, Remaining Time = 21
JOB ID: 768, restart time = 27157, End time = 27173, Priority = 7, Remaining Time = 0
JOB ID: 133, restart time = 27173, End time = 27183, Priority = 7, Remaining Time = 0
JOB ID: 526, restart time = 27183, End time = 27203, Priority = 7, Remaining Time = 0
JOB ID: 282, restart time = 27203, End time = 27228, Priority = 7, Remaining Time = 0
JOB ID: 992, restart time = 27228, End time = 27251, Priority = 7, Remaining Time = 0
JOB ID: 31, restart time = 27251, End time = 27261, Priority = 7, Remaining Time = 0
JOB ID: 284, restart time = 27261, End time = 27267, Priority = 7, Remaining Time = 0
JOB ID: 106, restart time = 27267, End time = 27292, Priority = 7, Remaining Time = 13
JOB ID: 688, restart time = 27292, End time = 27317, Priority = 7, Remaining Time = 4
JOB ID: 251, restart time = 27317, End time = 27336, Priority = 7, Remaining Time = 0
JOB ID: 706, restart time = 27336, End time = 27339, Priority = 7, Remaining Time = 0
JOB ID: 304, restart time = 27339, End time = 27347, Priority = 7, Remaining Time = 0
JOB ID: 904, restart time = 27347, End time = 27353, Priority = 7, Remaining Time = 0
JOB ID: 258, restart time = 27353, End time = 27361, Priority = 7, Remaining Time = 0
JOB ID: 22, restart time = 27361, End time = 27364, Priority = 7, Remaining Time = 0
JOB ID: 61, restart time = 27364, End time = 27371, Priority = 7, Remaining Time = 0
JOB ID: 309, restart time = 27371, End time = 27374, Priority = 7, Remaining Time = 0
JOB ID: 932, restart time = 27374, End time = 27375, Priority = 7, Remaining Time = 0
JOB ID: 933, restart time = 27375, End time = 27381, Priority = 7, Remaining Time = 0
JOB ID: 448, restart time = 27381, End time = 27401, Priority = 7, Remaining Time = 0
JOB ID: 734, restart time = 27401, End time = 27413, Priority = 7, Remaining Time = 0
JOB ID: 578, restart time = 27413, End time = 27424, Priority = 7, Remaining Time = 0
JOB ID: 945, restart time = 27424, End time = 27433, Priority = 7, Remaining Time = 0
JOB ID: 17, restart time = 27433, End time = 27454, Priority = 7, Remaining Time = 0
JOB ID: 663, restart time = 27454, End time = 27475, Priority = 7, Remaining Time = 0
JOB ID: 853, restart time = 27475, End time = 27490, Priority = 7, Remaining Time = 0
JOB ID: 214, restart time = 27490, End time = 27512, Priority = 7, Remaining Time = 0
JOB ID: 596, restart time = 27512, End time = 27533, Priority = 7, Remaining Time = 0
JOB ID: 106, restart time = 27533, End time = 27546, Priority = 7, Remaining Time = 0
JOB ID: 688, restart time = 27546, End time = 27550, Priority = 7, Remaining Time = 0
JOB ID: 553, Start time = 27550, End time = 27575, Priority = 8, Remaining Time = 15
JOB ID: 895, Start time = 27575, End time = 27600, Priority = 8, Remaining Time = 63
JOB ID: 487, Start time = 27600, End time = 27625, Priority = 8, Remaining Time = 72
JOB ID: 712, Start time = 27625, End time = 27635, Priority = 8, Remaining Time = 0
JOB ID: 201, Start time = 27635, End time = 27660, Priority = 8, Remaining Time = 52
JOB ID: 202, Start time = 27660, End time = 27685, Priority = 8, Remaining Time = 9
JOB ID: 490, Start time = 27685, End time = 27710, Priority = 8, Remaining Time = 73
JOB ID: 491, Start time = 27710, End time = 27735, Priority = 8, Remaining Time = 23
JOB ID: 203, Start time = 27735, End time = 27757, Priority = 8, Remaining Time = 0
JOB ID: 809, Start time = 27757, End time = 27782, Priority = 8, Remaining Time = 41
JOB ID: 204, Start time = 27782, End time = 27793, Priority = 8, Remaining Time = 0
JOB ID: 905, Start time = 27793, End time = 27814, Priority = 8, Remaining Time = 0
JOB ID: 132, Start time = 27814, End time = 27839, Priority = 8, Remaining Time = 36
JOB ID: 907, Start time = 27839, End time = 27842, Priority = 8, Remaining Time = 0
JOB ID: 812, Start time = 27842, End time = 27858, Priority = 8, Remaining Time = 0
JOB ID: 813, Start time = 27858, End time = 27883, Priority = 8, Remaining Time = 10
JOB ID: 563, Start time = 27883, End time = 27908, Priority = 8, Remaining Time = 45
JOB ID: 279, Start time = 27908, End time = 27918, Priority = 8, Remaining Time = 0
JOB ID: 206, Start time = 27918, End time = 27929, Priority = 8, Remaining Time = 0
JOB ID: 646, Start time = 27929, End time = 27954, Priority = 8, Remaining Time = 0
JOB ID: 377, Start time = 27954, End time = 27979, Priority = 8, Remaining Time = 57
JOB ID: 41, Start time = 27979, End time = 27995, Priority = 8, Remaining Time = 0
JOB ID: 243, Start time = 27995, End time = 28020, Priority = 8, Remaining Time = 8
JOB ID: 80, Start time = 28020, End time = 28045, Priority = 8, Remaining Time = 41
JOB ID: 572, Start time = 28045, End time = 28070, Priority = 8, Remaining Time = 21
JOB ID: 920, Start time = 28070, End time = 28095, Priority = 8, Remaining Time = 50
JOB ID: 154, Start time = 28095, End time = 28109, Priority = 8, Remaining Time = 0
JOB ID: 922, Start time = 28109, End time = 28129, Priority = 8, Remaining Time = 0
JOB ID: 286, Start time = 28129, End time = 28154, Priority = 8, Remaining Time = 38
JOB ID: 102, Start time = 28154, End time = 28172, Priority = 8, Remaining Time = 0
JOB ID: 288, Start time = 28172, End time = 28197, Priority = 8, Remaining Time = 28
JOB ID: 737, Start time = 28197, End time = 28222, Priority = 8, Remaining Time = 16
JOB ID: 927, Start time = 28222, End time = 28247, Priority = 8, Remaining Time = 24
JOB ID: 739, Start time = 28247, End time = 28272, Priority = 8, Remaining Time = 21
JOB ID: 81, Start time = 28272, End time = 28281, Priority = 8, Remaining Time = 0
JOB ID: 338, Start time = 28281, End time = 28306, Priority = 8, Remaining Time = 43
JOB ID: 444, Start time = 28306, End time = 28331, Priority = 8, Remaining Time = 37
JOB ID: 339, Start time = 28331, End time = 28356, Priority = 8, Remaining Time = 69
JOB ID: 744, Start time = 28356, End time = 28372, Priority = 8, Remaining Time = 0
JOB ID: 934, Start time = 28372, End time = 28397, Priority = 8, Remaining Time = 13
JOB ID: 581, Start time = 28397, End time = 28422, Priority = 8, Remaining Time = 33
